UniformeProductnaam,URI,Rijk,Provincie,Waterschap,Gemeente,Burger,Bedrijf,Dienstenwet,SDG,Autonomie,Medebewind,Aanvraag,Subsidie,Melding,Verplichting,Grondslag,Grondslaglabel,Grondslaglink
verkeersregelaar,http://standaarden.overheid.nl/owms/terms/verkeersregelaar,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/BABW_art_56,Artikel 56 Besluit administratieve bepalingen inzake het wegverkeer (BABW),https://wetten.overheid.nl/jci1.3:c:BWBR0004826&hoofdstuk=V&artikel=56
verklaring afgelegd examen,http://standaarden.overheid.nl/owms/terms/verklAfgelExamen,X,,,,X,,,E1,,,X,,,,http://standaarden.overheid.nl/owms/terms/UWVO_2020_art_3_51,Artikel 3.51 Uitvoeringsbesluit WVO 2020,https://wetten.overheid.nl/jci1.3:c:BWBR0045787&hoofdstuk=3&paragraaf=5&artikel=3.51
verklaring afgelegd examen,http://standaarden.overheid.nl/owms/terms/verklAfgelExamen,X,,,,X,,,E1,,,X,,,,http://standaarden.overheid.nl/owms/terms/UWVO_2020_art_4_33,Artikel 4.33 Uitvoeringsbesluit WVO 2020,https://wetten.overheid.nl/jci1.3:c:BWBR0045787&hoofdstuk=4&paragraaf=6&artikel=4.33
verklaring omtrent gedrag (vog),http://standaarden.overheid.nl/owms/terms/verklaring_omtrent_gedrag_(vog),X,,,X,X,X,,N1;B8,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wjsg_art_28,Artikel 28 Wet justitiële en strafvorderlijke gegevens,https://wetten.overheid.nl/jci1.3:c:BWBR0014194&titeldeel=2&afdeling=5&artikel=28
verklaring positie molukkers,http://standaarden.overheid.nl/owms/terms/verklaring_positie_molukkers,X,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/WPosMol_art_3,Artikel 3 Wet betreffende de positie van Molukkers,https://wetten.overheid.nl/jci1.3:c:BWBR0003052&artikel=3
verklaring van afstand nederlandse nationaliteit,http://standaarden.overheid.nl/owms/terms/verklaring_van_afstand_nederlandse_nationaliteit,,,,X,X,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/RWN_art_15,Artikel 15 Rijkswet op het Nederlanderschap,https://wetten.overheid.nl/jci1.3:c:BWBR0003738&hoofdstuk=5&artikel=15
verklaring van huwelijksbevoegdheid,http://standaarden.overheid.nl/owms/terms/verklaring_van_huwelijksbevoegdheid,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ovk_verkl_huwbev,"Overeenkomst betreffende de afgifte van een verklaring van huwelijksbevoegdheid, München, 05-09-1980",https://wetten.overheid.nl/jci1.3:c:BWBV0003766&z=1985-02-01&g=1985-02-01
verlof tot begraven,http://standaarden.overheid.nl/owms/terms/verlBegraven,,,,X,X,X,X,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wlb_art_11,Artikel 11 Wet op de lijkbezorging,https://wetten.overheid.nl/jci1.3:c:BWBR0005009&hoofdstuk=II&paragraaf=2&artikel=11
vermoeden van besmetting melding,http://standaarden.overheid.nl/owms/terms/vermoeden_van_besmetting_melding,,,,X,X,,,,,X,,,X,,http://standaarden.overheid.nl/owms/terms/Wpg_art_22,Artikel 22 Wet publieke gezondheid,https://wetten.overheid.nl/jci1.3:c:BWBR0024705&hoofdstuk=V&paragraaf=2&artikel=22
verontreinigingsheffing,http://standaarden.overheid.nl/owms/terms/verontreinigingsheffing,,,X,,X,X,,,X,,,,,X,http://standaarden.overheid.nl/owms/terms/Wtw_art_7_2,Artikel 7.2 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=7&paragraaf=1&artikel=7.2
verordening gemeentefunctionaris goedkeuring,http://standaarden.overheid.nl/owms/terms/verordening_gemeentefunctionaris_goedkeuring,,X,,,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Gemw_art_99,Artikel 99 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=II&hoofdstuk=VI&artikel=99
verplichte zorg schadevergoeding,http://standaarden.overheid.nl/owms/terms/verpl_zorg_schadeverg,X,,,,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wvggz_art_10_12,Artikel 10:12 Wet verplichte geestelijke gezondheidszorg,https://wetten.overheid.nl/jci1.3:c:BWBR0040635&hoofdstuk=10&paragraaf=4&artikel=10:12
verslavingszorg,http://standaarden.overheid.nl/owms/terms/verslavingszorg,,,,X,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Wmo_art_2_2_1,Artikel 2.2.1 Wet maatschappelijke ondersteuning 2015,https://wetten.overheid.nl/jci1.3:c:BWBR0035362&hoofdstuk=2&paragraaf=2&artikel=2.2.1
verstrekken gegevens seveso-inrichting,http://standaarden.overheid.nl/owms/terms/verstrgegsevesoinr,,X,,X,,X,,,,,,,,X,http://standaarden.overheid.nl/owms/terms/Bal_art_4_6,Artikel 4.6 Besluit activiteiten leefomgeving,https://wetten.overheid.nl/jci1.3:c:BWBR0041330&hoofdstuk=4&paragraaf=4.2&artikel=4.6
verstrekking overheidsinformatie,http://standaarden.overheid.nl/owms/terms/verstrekking_overheidsinformatie,X,X,X,X,X,X,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Woo_art_3_1,Artikel 3.1 Wet open overheid,https://wetten.overheid.nl/jci1.3:c:BWBR0045754&hoofdstuk=3&artikel=3.1
vervangend kentekenbewijs of tenaamstellingscode,http://standaarden.overheid.nl/owms/terms/vervKentBewTenStCode,X,,,,X,X,,C5,,,X,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_55,Artikel 55 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=IV&paragraaf=4b&artikel=55
vervangend opleidingsdocument,http://standaarden.overheid.nl/owms/terms/vervOplDoc,X,,,,X,,,E1,,,X,,,,http://standaarden.overheid.nl/owms/terms/WEB_art_7_4_6b,Artikel 7.4.6b Wet educatie en beroepsonderwijs,
vervangend opleidingsdocument,http://standaarden.overheid.nl/owms/terms/vervOplDoc,X,,,,X,,,E1,,,X,,,,http://standaarden.overheid.nl/owms/terms/WHW_art_7_11a,Artikel 7.11a Wet op het hoger onderwijs en wetenschappelijk onderzoek,https://wetten.overheid.nl/jci1.3:c:BWBR0005682&hoofdstuk=7&titeldeel=1&paragraaf=1&artikel=7.11a
vervangende leerplicht,http://standaarden.overheid.nl/owms/terms/vervangende_leerplicht,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/LPW_art_3a,Artikel 3a Leerplichtwet 1969,https://wetten.overheid.nl/jci1.3:c:BWBR0002628&paragraaf=2&artikel=3a
vervoersdocumenten stoffelijk overschot,http://standaarden.overheid.nl/owms/terms/vervoersdocumenten_stoffelijk_overschot,X,,,X,X,X,X,D6,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Blb_art_11,Artikel 11 Besluit op de lijkbezorging,https://wetten.overheid.nl/jci1.3:c:BWBR0009080&paragraaf=6&artikel=11
vervreemding erfgoed zienswijze,http://standaarden.overheid.nl/owms/terms/vervrErfgoedZiensw,,,,X,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Erfgoedwet_art_4_17,Artikel 4.17 Erfgoedwet,https://wetten.overheid.nl/jci1.3:c:BWBR0037521&hoofdstuk=4&paragraaf=4.2&artikel=4.17
verwerking dierlijke bijproducten erkenning,http://standaarden.overheid.nl/owms/terms/verwdierlbijproderk,X,,,,,X,X,,,,X,,,,http://standaarden.overheid.nl/owms/terms/Verord_EG_1069_2009_art_24,"Verordening (EG) nr. 1069/2009 van het Europees Parlement en de Raad van 21 oktober 2009 tot vaststelling van gezondheidsvoorschriften inzake niet voor menselijke consumptie bestemde dierlijke bijproducten en afgeleide producten en tot intrekking van Verordening (EG) nr. 1774/2002 (verordening dierlijke bijproducten), art. 24",https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32009R1069&from=NL#d1e3022-1-1
verwerking dierlijke bijproducten melding,http://standaarden.overheid.nl/owms/terms/verwdierlbijprodmld,X,,,,,X,X,,,,,,X,,http://standaarden.overheid.nl/owms/terms/Verord_EG_1069_2009_art_23,"Verordening (EG) nr. 1069/2009 van het Europees Parlement en de Raad van 21 oktober 2009 tot vaststelling van gezondheidsvoorschriften inzake niet voor menselijke consumptie bestemde dierlijke bijproducten en afgeleide producten en tot intrekking van Verordening (EG) nr. 1774/2002 (verordening dierlijke bijproducten), art. 23",https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32009R1069&from=NL#d1e3022-1-1
verwerking persoonsgegevens verantwoordingsplicht,http://standaarden.overheid.nl/owms/terms/verwpersgegverantwpl,X,,,,X,X,X,J11,,,,,,,http://standaarden.overheid.nl/owms/terms/Verord_EU_2016_679_art_5,"Verordening (EU) 2016/679 van het Europees Parlement en de Raad van 27 april 2016 betreffende de bescherming van natuurlijke personen in verband met de verwerking van persoonsgegevens en betreffende het vrije verkeer van die gegevens en tot intrekking van Richtlijn 95/46/EG (algemene verordening gegevensbescherming), art. 5",https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32016R0679&from=NL#d1e1369-1-1
verzekeringsplicht sociale verzekeringen ontheffing,http://standaarden.overheid.nl/owms/terms/verzekPlSocVerzOnth,X,,,,X,,,B9,,,X,,,,http://standaarden.overheid.nl/owms/terms/Wsfv_art_64,Artikel 64 Wet financiering sociale verzekeringen,https://wetten.overheid.nl/jci1.3:c:BWBR0017745&hoofdstuk=5&artikel=64
verzekeringsplicht volksverzekeringen ontheffing,http://standaarden.overheid.nl/owms/terms/verzekPlVolksverzOnth,X,,,,X,,,B5,,,X,,,,http://standaarden.overheid.nl/owms/terms/Bkvv_1999_art_21a,Artikel 21a Besluit uitbreiding en beperking kring verzekerden volksverzekeringen 1999,https://wetten.overheid.nl/jci1.3:c:BWBR0010182&paragraaf=3&artikel=21a
verzekeringsplicht volksverzekeringen ontheffing,http://standaarden.overheid.nl/owms/terms/verzekPlVolksverzOnth,X,,,,X,,,B5,,,X,,,,http://standaarden.overheid.nl/owms/terms/Bkvv_1999_art_21b,Artikel 21b Besluit uitbreiding en beperking kring verzekerden volksverzekeringen 1999,https://wetten.overheid.nl/jci1.3:c:BWBR0010182&paragraaf=3&artikel=21b
verzekeringsplicht volksverzekeringen ontheffing,http://standaarden.overheid.nl/owms/terms/verzekPlVolksverzOnth,X,,,,X,,,B5,,,X,,,,http://standaarden.overheid.nl/owms/terms/Bkvv_1999_art_21c,Artikel 21c Besluit uitbreiding en beperking kring verzekerden volksverzekeringen 1999,https://wetten.overheid.nl/jci1.3:c:BWBR0010182&paragraaf=3&artikel=21c
verzekeringsplicht volksverzekeringen ontheffing,http://standaarden.overheid.nl/owms/terms/verzekPlVolksverzOnth,X,,,,X,,,B5,,,X,,,,http://standaarden.overheid.nl/owms/terms/Bkvv_1999_art_22,Artikel 22 Besluit uitbreiding en beperking kring verzekerden volksverzekeringen 1999,https://wetten.overheid.nl/jci1.3:c:BWBR0010182&paragraaf=3&artikel=22
verzet tegen uitspraak bestuursrechter,http://standaarden.overheid.nl/owms/terms/verzetUitsprBestRecht,X,,,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Awb_art_8_55,Artikel 8:55 Algemene wet bestuursrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0005537&hoofdstuk=8&titeldeel=8.2&afdeling=8.2.4&artikel=8:55
verzoek overheidsinformatie,http://standaarden.overheid.nl/owms/terms/verzoek_overheidsinformatie,X,X,X,,X,X,,,X,X,X,,,,http://standaarden.overheid.nl/owms/terms/Woo_art_4_1,Artikel 4.1 Wet open overheid,https://wetten.overheid.nl/jci1.3:c:BWBR0045754&hoofdstuk=4&artikel=4.1
verzoek overheidsinformatie inlichtingen- en veiligheidsdiensten,http://standaarden.overheid.nl/owms/terms/verzoek_overheidsinformatie_IenVD,X,,,,X,,,,,,X,,,,http://standaarden.overheid.nl/owms/terms/Wiv_2017_art_80,Artikel 80 Wet op de inlichtingen- en veiligheidsdiensten 2017,https://wetten.overheid.nl/jci1.3:c:BWBR0039896&hoofdstuk=5&paragraaf=5.3&artikel=80
verzoekschrift,http://standaarden.overheid.nl/owms/terms/verzoekschrift,X,,,X,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/GW_art_5,Artikel 5 Grondwet,https://wetten.overheid.nl/jci1.3:c:BWBR0001840&hoofdstuk=1&artikel=5
veterinair exportcertificaat,http://standaarden.overheid.nl/owms/terms/vetexpcert,X,,,,,X,X,A4,,,X,,,,http://standaarden.overheid.nl/owms/terms/Verord_EU_2016_429,Artikel 114 Verordening (EU) 2016/429 van het Europees Parlement en de Raad van 9 maart 2016 betreffende overdraagbare dierziekten en tot wijziging en intrekking van bepaalde handelingen op het gebied van diergezondheid,https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32016R0429&from=NL
veterinair exportcertificaat,http://standaarden.overheid.nl/owms/terms/vetexpcert,X,,,,,X,X,A4,,,X,,,,http://standaarden.overheid.nl/owms/terms/Verord_EU_2016_429,Artikel 143 Verordening (EU) 2016/429 van het Europees Parlement en de Raad van 9 maart 2016 betreffende overdraagbare dierziekten en tot wijziging en intrekking van bepaalde handelingen op het gebied van diergezondheid,https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32016R0429&from=NL
veterinair laboratorium aanwijzing,http://standaarden.overheid.nl/owms/terms/vetlabaanw,X,,,,,X,X,,,,X,,,,,,
visvergunning,http://standaarden.overheid.nl/owms/terms/visvergunning,X,,,X,X,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Visserijwet_1963_art_21,Artikel 21 Visserijwet 1963,https://wetten.overheid.nl/jci1.3:c:BWBR0002416&hoofdstuk=V&afdeling=I&paragraaf=4&artikel=21
vluchtelingenpaspoort,http://standaarden.overheid.nl/owms/terms/vluchtelingenpaspoort,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ppw_art_11,Artikel 11 Paspoortwet,https://wetten.overheid.nl/jci1.3:c:BWBR0005212&hoofdstuk=II&paragraaf=2&artikel=11
voedselbank,http://standaarden.overheid.nl/owms/terms/voedselbank,,,,X,X,X,,,,,,,,,,,
voertuig te koop aanbieden op openbare weg ontheffing,http://standaarden.overheid.nl/owms/terms/voertuig_te_koop_aanbieden_op_openbare_weg_ontheffing,,,,X,X,X,X,,X,,X,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_5_3,Artikel 5:3 Model Algemene plaatselijke verordening,
voertuigen bedrijfsvoorraaderkenning,http://standaarden.overheid.nl/owms/terms/voertbedrvoorrerk,X,,,,,X,X,,,,X,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_62,Artikel 62 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=IV&paragraaf=5&artikel=62
voetbalsteward aanstellingseisen,http://standaarden.overheid.nl/owms/terms/voetbstewaansteis,X,,,,,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Reg_part_bev_org_art_8,Artikel 8 Regeling particuliere beveiligingsorganisaties en recherchebureaus,https://wetten.overheid.nl/jci1.3:c:BWBR0010256&paragraaf=2&artikel=8
vogel preparatiemelding,http://standaarden.overheid.nl/owms/terms/luchtvVogelPrepMelding,X,,,,X,X,X,,,,,,X,,http://standaarden.overheid.nl/owms/terms/Bal_art_11_102,Artikel 11.102 Besluit activiteiten leefomgeving,https://wetten.overheid.nl/jci1.3:c:BWBR0041330&hoofdstuk=11&afdeling=11.2&paragraaf=11.2.9&artikel=11.102
volkstuinverhuur,http://standaarden.overheid.nl/owms/terms/volkstuinverhuur,,,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_7_art_201,Artikel 201 Burgerlijk Wetboek Boek 7,https://wetten.overheid.nl/jci1.3:c:BWBR0005290&boek=7&titeldeel=4&afdeling=1&artikel=201
volmachtbewijs verkiezingen,http://standaarden.overheid.nl/owms/terms/volmachtbewijs_verkiezingen,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/KW_art_L_14,Artikel L 14 Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=L&paragraaf=3&artikel=L_14
volmachtbewijs verkiezingen,http://standaarden.overheid.nl/owms/terms/volmachtbewijs_verkiezingen,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/KW_art_L_8,Artikel L 8 Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=L&paragraaf=2&artikel=L_8
volwasseneneducatiesubsidie,http://standaarden.overheid.nl/owms/terms/volwasseneneducatiesubsidie,,,,X,X,X,,,X,,X,X,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
voogdbenoeming verzoek,http://standaarden.overheid.nl/owms/terms/voogdbenVerz,X,,,,X,,,G1,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_299,Artikel 299 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=14&afdeling=6&paragraaf=3&artikel=299
voogdij aantekening gezagsregister,http://standaarden.overheid.nl/owms/terms/voogdAantGezReg,X,,,,X,,,G1,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_292,Artikel 292 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=14&afdeling=6&paragraaf=2&artikel=292
voor- en vroegschoolse educatie,http://standaarden.overheid.nl/owms/terms/voorVrSchEducatie,X,,,,X,X,,E1,,,,,,,http://standaarden.overheid.nl/owms/terms/WPO_art_166,Artikel 166 Wet op het primair onderwijs,https://wetten.overheid.nl/jci1.3:c:BWBR0003420&hoofdstuk=I&titeldeel=IV&afdeling=10&artikel=166
voorbereidingsbesluit,http://standaarden.overheid.nl/owms/terms/voorbereidingsbesluit,,,,X,X,X,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Wro_art_3_7,Artikel 3.7 Wet ruimtelijke ordening,https://wetten.overheid.nl/jci1.3:c:BWBR0020449&hoofdstuk=3&afdeling=3.2&artikel=3.7
voorbereidingsbesluit omgevingsplan,http://standaarden.overheid.nl/owms/terms/voorbbeslomgveropl,,,,X,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_4_14,Artikel 4.14 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=4&afdeling=4.2&artikel=4.14
voorbereidingsbesluit omgevingsverordening,http://standaarden.overheid.nl/owms/terms/voorbbeslomgverord,,X,,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_4_15,Artikel 4.15 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=4&afdeling=4.2&artikel=4.15
voorbereidingsbesluit projectplan,http://standaarden.overheid.nl/owms/terms/voorbbeslprojpl,X,X,X,X,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_4_16,Artikel 4.16 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=4&afdeling=4.2&artikel=4.16
voorkeursrechtaanwijzing,http://standaarden.overheid.nl/owms/terms/voorkRechtAanw,X,X,,X,X,X,X,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Ow_art_9_1,Artikel 9.1 Omgevingswet,https://wetten.overheid.nl/jci1.3:c:BWBR0037885&hoofdstuk=9&afdeling=9.1&artikel=9.1
voorlopige aanslag,http://standaarden.overheid.nl/owms/terms/voorlaans,X,,,,X,X,,,,,,,,X,http://standaarden.overheid.nl/owms/terms/AWR_art_13,Artikel 13 Algemene wet inzake rijksbelastingen,https://wetten.overheid.nl/jci1.3:c:BWBR0002320&hoofdstuk=III&artikel=13
voorlopige voorziening,http://standaarden.overheid.nl/owms/terms/voorlVoorz,X,X,,,X,X,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Awb_art_8_81,Artikel 8:81 Algemene wet bestuursrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0005537&hoofdstuk=8&titeldeel=8.3&artikel=8:81
voornaamwijziging,http://standaarden.overheid.nl/owms/terms/voornaamwijziging,X,,,X,X,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_4,Artikel 4 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=2&artikel=4
vooropleidingseisen hoger onderwijs vrijstelling,http://standaarden.overheid.nl/owms/terms/vooroplEisHoVrijst,X,,,,X,,,E1,,,X,,,,http://standaarden.overheid.nl/owms/terms/WHW_art_7_28,Artikel 7.28 Wet op het hoger onderwijs en wetenschappelijk onderzoek,https://wetten.overheid.nl/jci1.3:c:BWBR0005682&hoofdstuk=7&titeldeel=2&paragraaf=1&artikel=7.28
vooropleidingseisen hoger onderwijs vrijstelling,http://standaarden.overheid.nl/owms/terms/vooroplEisHoVrijst,X,,,,X,,,E1,,,X,,,,http://standaarden.overheid.nl/owms/terms/WHW_art_7_29,Artikel 7.29 Wet op het hoger onderwijs en wetenschappelijk onderzoek,https://wetten.overheid.nl/jci1.3:c:BWBR0005682&hoofdstuk=7&titeldeel=2&paragraaf=1&artikel=7.29
vooroverleg,http://standaarden.overheid.nl/owms/terms/voorovrlg,X,X,X,X,X,X,,,X,X,,,,,,,
voortgezet onderwijs aanmelding,http://standaarden.overheid.nl/owms/terms/voAanm,X,,,,X,,,E1,,,,,,,http://standaarden.overheid.nl/owms/terms/WVO_2020_art_8_8,Artikel 8.8 Wet voortgezet onderwijs 2020,https://wetten.overheid.nl/jci1.3:c:BWBR0044212&hoofdstuk=8&paragraaf=1&artikel=8.8
vordering rijbewijs klaagschrift,http://standaarden.overheid.nl/owms/terms/vordRijbewKlaagschr,X,,,,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/WVW_art_164,Artikel 164 Wegenverkeerswet 1994,https://wetten.overheid.nl/jci1.3:c:BWBR0006622&hoofdstuk=IX&artikel=164
vreemdeling verhuismelding,http://standaarden.overheid.nl/owms/terms/vreemdVerhMld,X,,,,X,,,D1;D4,,,,,X,,http://standaarden.overheid.nl/owms/terms/VB_art_4_37,Artikel 4.37 Vreemdelingenbesluit 2000,https://wetten.overheid.nl/jci1.3:c:BWBR0011825&hoofdstuk=4&afdeling=3&paragraaf=1&artikel=4.37
vreemdelingenpaspoort,http://standaarden.overheid.nl/owms/terms/vreemdelingenpaspoort,,,,X,X,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Ppw_art_11,Artikel 11 Paspoortwet,https://wetten.overheid.nl/jci1.3:c:BWBR0005212&hoofdstuk=II&paragraaf=2&artikel=11
vrijkomen woonruimtemelding,http://standaarden.overheid.nl/owms/terms/vrijkomen_woonruimtemelding,,,,X,,X,X,,,X,,,X,,http://standaarden.overheid.nl/owms/terms/Huisvw_art_20,Artikel 20 Huisvestingswet 2014,https://wetten.overheid.nl/jci1.3:c:BWBR0035303&hoofdstuk=3&artikel=20
vrijwillige inkoop aow,http://standaarden.overheid.nl/owms/terms/VrijwInkAow,X,,,,X,,,B9,,,,,,,http://standaarden.overheid.nl/owms/terms/AOW_art_38,Artikel 38 Algemene Ouderdomswet,https://wetten.overheid.nl/jci1.3:c:BWBR0002221&hoofdstuk=IV&artikel=38
vrijwillige verzekering anw,http://standaarden.overheid.nl/owms/terms/VrijwVerzAnw,X,,,,X,,,G4,,,,,,,http://standaarden.overheid.nl/owms/terms/Anw_art_63a,Artikel 63a Algemene nabestaandenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0007795&hoofdstuk=5&artikel=63a
vrijwillige verzekering aow,http://standaarden.overheid.nl/owms/terms/VrijwVerzAow,X,,,,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/AOW_art_35,Artikel 35 Algemene Ouderdomswet,https://wetten.overheid.nl/jci1.3:c:BWBR0002221&hoofdstuk=IV&artikel=35
vrijwillige verzekering wao,http://standaarden.overheid.nl/owms/terms/VrijwVerzWao,X,,,,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/WAO_art_81,Artikel 81 Wet op de arbeidsongeschiktheidsverzekering,https://wetten.overheid.nl/jci1.3:c:BWBR0002524&hoofdstuk=VI&artikel=81
vrijwillige verzekering wia,http://standaarden.overheid.nl/owms/terms/VrijwVerzWia,X,,,,X,,,B9,,,,,,,http://standaarden.overheid.nl/owms/terms/WIA_art_18,Artikel 18 Wet werk en inkomen naar arbeidsvermogen,https://wetten.overheid.nl/jci1.3:c:BWBR0019057&hoofdstuk=2&paragraaf=2.2&artikel=18
vrijwillige verzekering ww,http://standaarden.overheid.nl/owms/terms/VrijwVerzWw,X,,,,X,,,B6,,,,,,,http://standaarden.overheid.nl/owms/terms/WW_art_53,Artikel 53 Werkloosheidswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004045&hoofdstuk=III&artikel=53
